User_ID,Resturant_ID,Rating,Timestamp
3,17284409,4,888954412
3,17284139,,879361873
3,17284403,4,877635573
3,17284145,4,879876194
3,17284150,,875296291
3,17284158,2,885557505
3,17284175,,874781198
4,17284179,4,879373848
4,17284197,,879375537
4,17284241,4,881961214
4,17284390,,879857765
4,17284279,,883709863
4,17284364,5,891383835
4,16611114,4,877531942
4,17293281,3,888905170
4,17293301,,880234639
4,17293409,,886397722
4,17293163,,878090499
4,17293228,5,885848672
4,17293880,,876860807
4,17293169,4,875320714
4,17293186,3,884207492
4,17293180,,881107178
4,17293205,5,884288058
4,17293229,,886987260
4,17293897,4,884304936
4,17293273,,891384754
4,17293870,4,885844430
4,17293877,3,879373460
4,17293890,,881375854
4,17293915,4,879376641
4,17293422,4,891720887
4,17293873,,879966895
4,17294014,4,884182806
4,17294556,5,878347874
4,17294607,,886122352
4,17294279,2,879524643
4,17294300,5,880037702
4,17295215,,883815120
5,17295028,3,878089182
5,17294642,3,890687042
5,17295109,,888082216
5,17294441,3,878769629
5,17294552,4,879791710
5,17294565,,888904884
5,17294623,,880245029
5,17294712,3,878092059
5,17295033,5,888205300
5,17295069,5,877533771
5,17294261,,880605185
5,17295115,4,891352010
5,17294836,1,886434402
5,17294850,4,879876734
5,17294883,,879551380
5,16608864,2,884714402
5,16604911,,882139746
5,17303465,4,884538403
5,17303642,2,880605157
5,17303670,5,886323090
5,17303545,,888954930
5,17303655,,883955745
5,17304691,4,889502823
5,17303478,3,883698454
5,17303480,3,883452363
5,17304733,,891449922
5,17303646,3,877878184
5,17304929,4,879525876
5,17303684,4,876860807
5,17303772,,885678247
5,17305123,4,877886846
5,17303787,4,874724988
6,17303990,,879456350
6,17304741,,879467295
6,17304726,5,878870987
6,17304486,3,891387947
6,17304533,,891383204
6,17316233,2,888067405
6,17315883,3,881108425
6,17315995,,879371261
6,17316018,4,876973939
6,17316038,4,875537965
6,17316771,,885412840
6,17316201,4,875744136
6,17316208,3,875636053
6,17316389,,886324028
6,17316278,4,883612356
6,17316744,,875975656
6,17316751,,875298353
6,17316766,5,887401701
6,17316743,4,886472768
6,17316374,3,884183336
6,17316381,1,892174404
6,17316802,,883601324
6,17316416,3,880130193
6,17316449,2,875542174
6,17316603,,885680138
6,16659169,4,881515011
6,17558684,3,891347949
6,18366580,,891353086
6,17330755,4,878183481
6,17330611,5,884128554
6,17330609,,876923913
6,17330024,5,878955442
7,17330074,3,874786392
7,17330185,,891723086
7,17330397,4,875801662
7,17330735,,892428688
7,17330676,3,876857977
7,17330048,3,888906966
7,17330604,2,891385985
7,17330087,,875216545
7,17330137,3,886443455
7,17330155,4,882164999
7,17330309,,878542420
7,17330311,4,880036718
7,17330615,3,892910207
7,17330638,4,882140926
7,17330628,,879455957
7,17330546,3,875654637
7,16643459,,884386343
7,17334434,,881105481
7,17334348,5,888549622
7,17334213,,886272175
7,17334355,3,888104153
7,17334212,,878962392
7,17333797,4,874724710
7,17334217,4,886323648
7,17334273,3,882922806
7,17334254,,891170769
7,17333836,,877399018
7,17334197,2,892838559
7,17333882,5,884238860
7,17334211,,884304936
7,17334390,4,887665548
7,17334034,4,891383319
8,17334414,,879455113
8,17334082,3,879521396
8,17334364,,879454628
8,17334398,1,886987605
8,17334219,4,877877775
8,17335173,5,879524921
8,17335195,,891446165
8,17335225,5,883599249
8,17335219,3,880937882
8,17334965,,879467542
8,17335189,1,877727122
8,17335156,4,882078621
8,17334717,,874793035
8,17334752,2,886323068
8,18453427,2,879541148
8,17793744,,891438397
8,17334679,,879875940
8,17334718,4,877819599
8,17334763,,877531791
8,17335158,5,884128458
8,17334782,1,891632142
8,17334846,,882826555
8,17334853,2,879484804
8,17335168,4,879374686
8,17334958,,876018608
8,17258496,,875653271
8,17259395,4,882078040
8,17258350,5,882157581
8,17258136,,884150257
8,17258522,3,875747190
8,17259958,3,881961671
8,17258036,,875307407
9,17259368,,878089716
9,17257684,3,890881335
9,17258154,3,889502324
9,17259340,3,879525876
9,17259243,,879485532
9,17259625,5,874775038
9,17259169,5,879966498
9,17259166,,875742942
9,17259335,2,875744173
9,17259248,4,883601089
9,17258552,5,879394264
9,17259550,4,880308578
9,17259200,,891542540
9,16615894,2,881368243
9,17342816,4,891374868
9,17342498,1,875744501
9,17342648,,882076587
9,17342781,5,879283786
9,17342799,,892334609
9,17342772,4,880308755
9,17342771,2,878961624
9,17342548,4,875240090
9,17342556,,892430369
9,17342811,,891352093
9,17342576,4,886122952
9,17342770,1,878961814
9,17342585,1,884140579
9,17342494,,879456199
9,17342594,3,891450023
9,17342625,,888205855
9,17342652,4,889651549
9,17342665,,889124507
10,17342810,,881250949
10,17342775,3,891717742
10,16612028,1,878887116
10,17536645,,880606923
10,16613507,1,886397596
10,16607969,,884182806
10,17374405,,881171488
10,17375060,5,891628467
10,17375164,3,886324817
10,17374552,,883603013
10,17375078,2,879372434
10,17375049,,879781125
10,17375077,5,876042340
10,17375141,3,891035994
10,17375198,,888104457
10,17375180,3,879485318
10,17375072,,879270459
10,17375047,2,879539794
10,17375074,,874834944
10,17374921,2,892079237
10,17374819,4,886176814
10,17375089,4,892738452
10,17375214,,877881320
10,17374951,2,874833878
10,17374978,4,887736532
10,17375104,,879196566
10,16604358,5,892430094
10,16604896,,883748450
10,16612550,4,875747401
10,16606299,,876861185
10,16605794,3,877052329
10,17557488,,882075827
11,17452342,,879539727
11,16611498,4,880731963
11,17842104,,884238860
11,17501291,4,886890835
11,17500759,1,878962623
11,17500767,,891295330
11,17500819,1,874791932
11,17500911,4,891350932
11,17501439,,877888877
11,17501279,4,885329322
11,17500695,2,884114233
11,17501298,3,874791805
11,17500847,5,875333916
11,17500872,,884921594
11,17501315,5,879741196
11,17501201,,879641194
11,17501247,5,886519097
11,17501281,,882823437
11,17501143,4,886271884
11,17501292,2,876535131
11,17501308,,890618898
11,17501301,5,885853415
11,17501268,5,888205088
11,16611701,,880037164
11,17482142,,879877127
11,16609169,5,880474293
11,17606621,5,881107687
11,17687832,,881103977
11,16613059,3,881171009
11,17534788,,879667584
11,17061237,4,884112673
11,17057397,3,882141053
12,17058534,4,884920949
12,17060320,5,879024232
12,17057925,,892738341
12,17060869,5,883326620
12,17057591,,883698581
12,17059541,4,891550094
12,17064266,,893277702
12,17064405,3,879987440
12,17060516,1,890251826
12,17059012,3,884923047
12,17061296,,879546723
12,17061205,2,887249482
12,17064031,,882823954
12,17066603,3,886475558
12,17057797,,888906576
12,17061253,5,884364867
12,17059060,5,879539643
12,17061231,3,878192429
12,16613649,,879540748
12,18255631,3,874791025
12,16608483,,874835091
12,17580453,,878183381
12,17580142,5,878971773
12,17580160,3,881108684
12,17580349,,891903862
12,17580412,4,888954412
12,17580590,,879361873
12,17580704,4,877635573
12,17579928,4,879876194
12,17579992,,875296291
12,17580030,2,885557505
12,17580074,,874781198
13,17580020,4,879373848
13,17580350,,879375537
13,17580408,4,881961214
13,17579653,,879857765
13,17580476,,883709863
13,17580422,5,891383835
13,17580539,4,877531942
13,17580511,3,888905170
13,17580021,,880234639
13,16604370,,886397722
13,17582467,,878090499
13,17582668,5,885848672
13,17582498,,876860807
13,17582499,4,875320714
13,17582522,3,884207492
13,17582524,,881107178
13,17582527,5,884288058
13,17582551,,886987260
13,17582558,4,884304936
13,17582560,,891384754
13,17582677,4,885844430
13,17582670,3,879373460
13,17582625,,881375854
13,17582627,4,879376641
13,17582700,4,891720887
13,17582664,,879966895
13,17582682,4,884182806
13,17582669,5,878347874
13,18491935,,886122352
13,17582546,2,879524643
13,17629582,5,880037702
13,17211719,,883815120
14,17144717,3,878089182
14,17143970,3,890687042
14,17142698,,888082216
14,17144991,3,878769629
14,17142519,4,879791710
14,17145408,,888904884
14,17143336,,880245029
14,17145077,3,878092059
14,17141447,5,888205300
14,17142096,5,877533771
14,17142297,,880605185
14,17142535,4,891352010
14,17142792,1,886434402
14,17145495,4,879876734
14,17143950,,879551380
14,17142747,2,884714402
14,17141990,,882139746
14,17144732,4,884538403
14,17143282,2,880605157
14,17143705,5,886323090
14,17615915,,888954930
14,17616487,,883955745
14,17615924,4,889502823
14,17615979,3,883698454
14,17616266,3,883452363
14,17615976,,891449922
14,17616025,3,877878184
14,17615597,4,879525876
14,17615740,4,876860807
14,17616203,,885678247
14,17616590,4,877886846
14,17615855,4,874724988
15,17616348,,879456350
15,17616368,,879467295
15,17616400,5,878870987
15,17616076,3,891387947
15,17616205,,891383204
15,17616222,2,888067405
15,17616295,3,881108425
15,17616465,,879371261
15,18483372,4,876973939
15,18484349,4,875537965
15,18496057,,885412840
15,18483389,4,875744136
15,18483222,3,875636053
15,18483085,,886324028
15,18484423,4,883612356
15,18483714,,875975656
15,18485469,,875298353
15,18479690,5,887401701
15,18483224,4,886472768
15,18493989,3,884183336
15,18484464,1,892174404
15,18483051,,883601324
15,18482983,3,880130193
15,18479742,2,875542174
15,18482938,,885680138
15,18483082,4,881515011
15,18483446,3,891347949
15,18483252,,891353086
15,17621616,4,878183481
15,17621696,5,884128554
15,17621744,,876923913
15,17621759,5,878955442
16,17621763,3,874786392
16,17621780,,891723086
16,17621781,4,875801662
16,17621788,,892428688
16,17621793,3,876857977
16,17621796,3,888906966
16,17621831,2,891385985
16,17621832,,875216545
16,17621833,3,886443455
16,17621834,4,882164999
16,17621869,,878542420
16,17621960,4,880036718
16,17621746,3,892910207
16,17621755,4,882140926
16,17621946,,879455957
16,17621552,3,875654637
16,17096140,,884386343
16,17099925,,881105481
16,17092257,5,888549622
16,17092799,,886272175
16,17095222,3,888104153
16,17092293,,878962392
16,17102241,4,874724710
16,17102579,4,886323648
16,17092801,3,882922806
16,17093273,,891170769
16,17096198,,877399018
16,17095098,2,892838559
16,17093135,5,884238860
16,17095236,,884304936
16,17095979,4,887665548
16,17099856,4,891383319
17,17100307,,879455113
17,17093600,3,879521396
17,17100547,,879454628
17,17093124,1,886987605
17,16608059,4,877877775
17,16605194,5,879524921
17,17678243,,891446165
17,17678043,5,883599249
17,17677978,3,880937882
17,17677988,,879467542
17,17678231,1,877727122
17,17677990,4,882078621
17,17677991,,874793035
17,17678307,2,886323068
17,17678276,2,879541148
17,17678283,,891438397
17,17678222,,879875940
17,17678055,4,877819599
17,17678326,,877531791
17,17678229,5,884128458
17,17678097,1,891632142
17,17678216,,882826555
17,17678233,2,879484804
17,17678148,4,879374686
17,17678291,,876018608
17,17678218,,875653271
17,17558738,4,882078040
17,16608209,5,882157581
17,16654702,,884150257
17,17697444,3,875747190
17,17696871,3,881961671
17,17696891,,875307407
18,17696901,,878089716
18,17697384,3,890881335
18,17697417,3,889502324
18,17696918,3,879525876
18,17696920,,879485532
18,17697398,5,874775038
18,17697406,5,879966498
18,17696941,,875742942
18,17696955,2,875744173
18,17696957,4,883601089
18,17697418,5,879394264
18,17697386,4,880308578
18,17697224,,891542540
18,17697304,2,881368243
18,17697389,4,891374868
18,17697424,1,875744501
18,17697332,,882076587
18,17694056,5,879283786
18,17559793,,892334609
18,16668008,4,880308755
18,18212135,2,878961624
18,5704255,4,875240090
18,5701978,,892430369
18,5701729,,891352093
18,5704168,4,886122952
18,18277098,1,878961814
18,5701446,1,884140579
18,5700052,,879456199
18,5702418,3,891450023
18,5700386,,888205855
18,5704202,4,889651549
18,5701052,,889124507
19,5704118,,881250949
19,5701548,3,891717742
19,18235425,1,878887116
19,5702615,,880606923
19,5703500,1,886397596
19,18253896,,884182806
19,5701917,,881171488
19,5702574,5,891628467
19,202321,3,886324817
19,206488,,883603013
19,209654,2,879372434
19,18340881,,879781125
19,18233284,5,876042340
19,18269368,3,891035994
19,18254160,,888104457
19,208939,3,879485318
19,201531,,879270459
19,208965,2,879539794
19,208778,,874834944
19,209703,2,892079237
19,18381837,4,886176814
19,208850,4,892738452
19,210134,,877881320
19,201044,2,874833878
19,201340,4,887736532
19,18289126,,879196566
19,202507,5,892430094
19,210139,,883748450
19,5600424,4,875747401
19,5602751,,876861185
19,5600457,3,877052329
19,5600642,,882075827
20,18268134,,879539727
20,18376208,4,880731963
20,5600959,,884238860
20,5600103,4,886890835
20,5602586,1,878962623
20,5600961,,891295330
20,5600960,1,874791932
20,5601340,4,891350932
20,5600701,,877888877
20,5601404,4,885329322
20,5600556,2,884114233
20,5602055,3,874791805
20,5601521,5,875333916
20,5602377,,884921594
20,5602884,5,879741196
20,5602942,,879641194
20,3400025,5,886519097
20,3400341,,882823437
20,3400005,4,886271884
20,3400021,2,876535131
20,3400017,,890618898
20,3400325,5,885853415
20,3400059,5,888205088
20,3400060,,880037164
20,3400348,,879877127
20,3400072,5,880474293
20,3400073,5,881107687
20,3400019,,881103977
20,3400033,3,881171009
20,3400346,,879667584
20,3400350,4,884112673
20,3400391,3,882141053
21,3400016,4,884920949
21,3400105,5,879024232
21,3400326,,892738341
21,3400392,5,883326620
21,111895,,883698581
21,110502,4,891550094
21,18396250,,893277702
21,113702,3,879987440
21,113433,1,890251826
21,18438909,3,884923047
21,18143128,,879546723
21,18438944,2,887249482
21,110436,,882823954
21,18385201,3,886475558
21,110395,,888906576
21,18335583,5,884364867
21,110237,5,879539643
21,113537,3,878192429
21,113703,,879540748
21,18385186,3,874791025
21,113325,,874835091
21,111826,,878183381
21,110516,5,878971773
21,18371341,3,881108684
21,113570,,891903862
21,2400020,4,888954412
21,2400148,,879361873
21,2400019,4,877635573
21,2400193,4,879876194
21,2400027,,875296291
21,17960073,2,885557505
21,2400119,,874781198
22,2400014,4,879373848
22,2400403,,879375537
22,2400349,4,881961214
22,2400279,,879857765
22,2400017,,883709863
22,18317988,5,891383835
22,2400144,4,877531942
22,2400195,3,888905170
22,2400052,,880234639
22,2400016,,886397722
22,2400293,,878090499
22,2400009,5,885848672
22,2400010,,876860807
22,2200011,4,875320714
22,2200078,3,884207492
22,18204507,,881107178
22,2200030,5,884288058
22,2200201,,886987260
22,2200067,4,884304936
22,2200358,,891384754
22,2200001,4,885844430
22,2200033,3,879373460
22,2200283,,881375854
22,2200045,4,879376641
22,2200149,4,891720887
22,2200043,,879966895
22,2200044,4,884182806
22,2200132,5,878347874
22,2200236,,886122352
22,2200175,2,879524643
22,2200000,5,880037702
22,2200055,,883815120
23,2200034,3,878089182
23,2200153,3,890687042
23,2500023,,888082216
23,2500076,3,878769629
23,2500054,4,879791710
23,2500134,,888904884
23,2500069,,880245029
23,2500256,3,878092059
23,2500024,5,888205300
23,2500075,5,877533771
23,2500029,,880605185
23,2500079,4,891352010
23,2500343,1,886434402
23,2500052,4,879876734
23,2500062,,879551380
23,2500056,2,884714402
23,2500030,,882139746
23,2500390,4,884538403
23,2500007,2,880605157
23,2500123,5,886323090
23,2500122,,888954930
23,2500346,,883955745
23,50943,4,889502823
23,58268,3,883698454
23,51705,3,883452363
23,18162866,,891449922
23,18407918,3,877878184
23,56464,4,879525876
23,18221572,4,876860807
23,18359919,,885678247
23,18439634,4,877886846
23,51040,4,874724988
24,54162,,879456350
24,18305628,,879467295
24,18385443,5,878870987
24,56618,3,891387947
24,18353121,,891383204
24,18366652,2,888067405
24,18430785,3,881108425
24,58882,,879371261
24,18422898,4,876973939
24,18339874,4,875537965
24,2600472,,885412840
24,2600514,4,875744136
24,2600109,3,875636053
24,2600311,,886324028
24,2600008,4,883612356
24,2600031,,875975656
24,2600250,,875298353
24,2600025,5,887401701
24,2600494,4,886472768
24,18108352,3,884183336
24,2600079,1,892174404
24,2600340,,883601324
24,18461339,3,880130193
24,2600010,2,875542174
24,2600230,,885680138
24,2600003,4,881515011
24,2600303,3,891347949
24,2600180,,891353086
24,2600393,4,878183481
24,2600007,5,884128554
24,2900587,,876923913
24,2900354,5,878955442
25,2900633,3,874786392
25,18408676,,891723086
25,2900234,4,875801662
25,2900550,,892428688
25,18362677,3,876857977
25,2900044,3,888906966
25,2900469,2,891385985
25,2900219,,875216545
25,2900473,3,886443455
25,2900020,4,882164999
25,2900562,,878542420
25,18413814,4,880036718
25,18235390,3,892910207
25,2900640,4,882140926
25,18271459,,879455957
25,18377283,3,875654637
25,18408600,,884386343
25,2900012,,881105481
25,18436042,5,888549622
25,122003,,886272175
25,121552,3,888104153
25,121214,,878962392
25,121553,4,874724710
25,121312,4,886323648
25,121335,3,882922806
25,120014,,891170769
25,123125,,877399018
25,120221,2,892838559
25,122064,5,884238860
25,120203,,884304936
25,120219,4,887665548
25,121425,4,891383319
26,123010,,879455113
26,123294,3,879521396
26,121120,,879454628
26,122940,1,886987605
26,122830,4,877877775
26,69024,5,879524921
26,72475,,891446165
26,70431,5,883599249
26,71443,3,880937882
26,73088,,879467542
26,18423075,1,877727122
26,70890,4,882078621
26,71492,,874793035
26,70092,2,886323068
26,70393,2,879541148
26,70894,,891438397
26,73279,,879875940
26,69951,4,877819599
26,72497,,877531791
26,65413,5,884128458
26,70497,1,891632142
26,65055,,882826555
26,18384227,2,879484804
26,72604,4,879374686
26,66457,,876018608
26,18260777,,875653271
26,3000107,4,882078040
26,3000132,5,882157581
26,3000122,,884150257
26,3001032,3,875747190
26,3000021,3,881961671
26,18434000,,875307407
27,3000195,,878089716
27,3000126,3,890881335
27,18280306,3,889502324
27,3001489,3,879525876
27,3000770,,879485532
27,3000062,5,874775038
27,3000016,5,879966498
27,3000014,,875742942
27,3000001,2,875744173
27,3001321,4,883601089
27,3000996,5,879394264
27,3001065,4,880308578
27,3000048,,891542540
27,3500012,2,881368243
27,3500007,4,891374868
27,3500017,1,875744501
27,3500018,,882076587
27,3500011,5,879283786
27,18416632,,892334609
27,18279289,4,880308755
27,18408585,2,878961624
27,3500059,4,875240090
27,3500081,,892430369
27,17971273,,891352093
27,3500365,4,886122952
27,3500013,1,878961814
27,3500024,1,884140579
27,3500488,,879456199
27,3500505,3,891450023
27,3500010,,888205855
27,3500414,4,889651549
27,18440677,,889124507
28,3500484,,881250949
28,301728,3,891717742
28,5992,1,878887116
28,301730,,880606923
28,301729,1,886397596
28,301731,,884182806
28,311053,,881171488
28,9299,5,891628467
28,9178,3,886324817
28,18477319,,883603013
28,18433852,2,879372434
28,304046,,879781125
28,309936,5,876042340
28,309927,3,891035994
28,18377449,,888104457
28,18465871,3,879485318
28,18472646,,879270459
28,18037826,2,879539794
28,301163,,874834944
28,4931,2,892079237
28,1804,4,886176814
28,312102,4,892738452
28,18217857,,877881320
28,18471268,2,874833878
28,18381244,4,887736532
28,18408041,,879196566
28,311051,5,892430094
28,18133510,,883748450
28,308380,4,875747401
28,6077,,876861185
28,308082,3,877052329
28,309558,,882075827
29,8128,,879539727
29,304062,4,880731963
29,9785,,884238860
29,312514,4,886890835
29,308961,1,878962623
29,308963,,891295330
29,308962,1,874791932
29,8169,4,891350932
29,309368,,877888877
29,18472429,4,885329322
29,18472418,2,884114233
29,18472426,3,874791805
29,18450934,5,875333916
29,6025,,884921594
29,6013,5,879741196
29,8153,,879641194
29,18471296,5,886519097
29,18279477,,882823437
29,18359331,4,886271884
29,301151,2,876535131
29,18204479,,890618898
29,2198,5,885853415
29,18434243,5,888205088
29,18273628,,880037164
29,18471262,,879877127
29,18258480,5,880474293
29,9698,5,881107687
29,8326,,881103977
29,18270379,3,881171009
29,304006,,879667584
29,308957,4,884112673
29,18427216,3,882141053
30,18433315,4,884920949
30,8266,5,879024232
30,18383469,,892738341
30,1367,5,883326620
30,9650,,883698581
30,308335,4,891550094
30,18391065,,893277702
30,301193,3,879987440
30,18107832,1,890251826
30,18089254,3,884923047
30,312981,,879546723
30,18082235,2,887249482
30,18138421,,882823954
30,18421965,3,886475558
30,303267,,888906576
30,7471,5,884364867
30,18219542,5,879539643
30,18355112,3,878192429
30,18270895,,879540748
30,18313839,3,874791025
30,5005,,874835091
30,1820,,878183381
30,3863,5,878971773
30,9814,3,881108684
30,18474912,,891903862
30,18161568,4,888954412
30,18416829,,879361873
30,18400756,4,877635573
30,301177,4,879876194
30,6161,,875296291
30,2565,2,885557505
30,3866,,874781198
31,18250288,4,879373848
31,1430,,879375537
31,18393702,4,881961214
31,6152,,879857765
31,306962,,883709863
31,18445360,5,891383835
31,6150,4,877531942
31,18421024,3,888905170
31,18471260,,880234639
31,18367316,,886397722
31,18466931,,878090499
31,18466420,5,885848672
31,18464607,,876860807
31,18464631,4,875320714
31,301170,3,884207492
31,18466939,,881107178
31,18380180,5,884288058
31,18466407,,886987260
31,304001,4,884304936
31,8319,,891384754
31,303871,4,885844430
31,8321,3,879373460
31,311047,,881375854
31,8320,4,879376641
31,8308,4,891720887
31,18303717,,879966895
31,304004,4,884182806
31,18472625,5,878347874
31,18420432,,886122352
31,9824,2,879524643
31,8029,5,880037702
31,312788,,883815120
32,309672,3,878089182
32,18359861,3,890687042
32,18439547,,888082216
32,18241538,3,878769629
32,18452730,4,879791710
32,18317486,,888904884
32,18432933,,880245029
32,18452267,3,878092059
32,18466980,5,888205300
32,18469937,5,877533771
32,18466937,,880605185
32,18433879,4,891352010
32,18369105,1,886434402
32,18133473,4,879876734
32,18458540,,879551380
32,18482753,2,884714402
32,8167,,882139746
32,18463990,4,884538403
32,18353030,2,880605157
32,18420465,5,886323090
32,309656,,888954930
32,305235,,883955745
32,309654,4,889502823
32,18480389,3,883698454
32,18446428,3,883452363
32,4462,,891449922
32,18469962,3,877878184
32,18380284,4,879525876
32,1414,4,876860807
32,304112,,885678247
32,18472443,4,877886846
32,18456807,4,874724988
33,18471284,,879456350
33,18471328,,879467295
33,18204478,5,878870987
33,18444264,3,891387947
33,9224,,891383204
33,8054,2,888067405
33,304114,3,881108425
33,1413,,879371261
33,1715,4,876973939
33,4464,4,875537965
33,5010,,885412840
33,301127,4,875744136
33,9233,3,875636053
33,18471246,,886324028
33,18446082,4,883612356
33,18396398,,875975656
33,18471244,,875298353
33,18367078,5,887401701
33,18469976,4,886472768
33,18381643,3,884183336
33,18471327,1,892174404
33,18469936,,883601324
33,18433895,3,880130193
33,313089,2,875542174
33,18349251,,885680138
33,18344478,4,881515011
33,18089775,3,891347949
33,18424179,,891353086
33,309632,4,878183481
33,312874,5,884128554
33,18107870,,876923913
33,18237362,5,878955442
34,18277177,3,874786392
34,18345740,,891723086
34,18472651,4,875801662
34,313076,,892428688
34,18380159,3,876857977
34,18377907,3,888906966
34,18292444,2,891385985
34,307084,,875216545
34,305618,3,886443455
34,307803,4,882164999
34,18419654,,878542420
34,18471285,4,880036718
34,313040,3,892910207
34,17982346,4,882140926
34,18204501,,879455957
34,1823,3,875654637
34,6143,,884386343
34,8297,,881105481
34,8318,5,888549622
34,18458631,,886272175
34,18382355,3,888104153
34,312842,,878962392
34,312084,4,874724710
34,18247033,4,886323648
34,18126118,3,882922806
34,18429393,,891170769
34,18241905,,877399018
34,18425750,2,892838559
34,18261694,5,884238860
34,18365998,,884304936
34,18273572,4,887665548
34,18363078,4,891383319
35,18356019,,879455113
35,312688,3,879521396
35,18381668,,879454628
35,18287397,1,886987605
35,18294253,4,877877775
35,18471304,5,879524921
35,8026,,891446165
35,18265697,5,883599249
35,307151,3,880937882
35,18107844,,879467542
35,18337896,1,877727122
35,18261699,4,882078621
35,18306531,,874793035
35,303571,2,886323068
35,8099,2,879541148
35,18477428,,891438397
35,8037,,879875940
35,18471308,4,877819599
35,18471318,,877531791
35,18471320,5,884128458
35,18460293,1,891632142
35,18446418,,882826555
35,9496,2,879484804
35,312967,4,879374686
35,18449815,,876018608
35,2680,,875653271
35,2679,4,882078040
35,8417,5,882157581
35,309757,,884150257
35,307903,3,875747190
35,313502,3,881961671
35,18409175,,875307407
36,18456342,,878089716
36,18244229,3,890881335
36,300713,3,889502324
36,8623,3,879525876
36,1318,,879485532
36,311523,5,874775038
36,8590,5,879966498
36,8583,,875742942
36,300756,2,875744173
36,4239,4,883601089
36,18168161,5,879394264
36,18381223,4,880308578
36,18034077,,891542540
36,3824,2,881368243
36,2572,4,891374868
36,8595,1,875744501
36,309702,,882076587
36,8601,5,879283786
36,1683,,892334609
36,301670,4,880308755
36,17953902,2,878961624
36,130409,4,875240090
36,130275,,892430369
36,130332,,891352093
36,130230,4,886122952
36,16519268,1,878961814
36,16512186,1,884140579
36,16512333,,879456199
36,16512336,3,891450023
36,16519168,,888205855
36,130021,4,889651549
36,130567,,889124507
37,130008,,881250949
37,16519267,3,891717742
37,130535,1,878887116
37,130699,,880606923
37,16512168,1,886397596
37,130888,,884182806
37,16519231,,881171488
37,16541849,5,891628467
37,18022206,3,886324817
37,18396451,,883603013
37,18237941,2,879372434
37,2787,,879781125
37,3431,5,876042340
37,303699,3,891035994
37,5915,,888104457
37,7076,3,879485318
37,311866,,879270459
37,300439,2,879539794
37,18458334,,874834944
37,18353710,2,892079237
37,18291229,4,886176814
37,18398616,4,892738452
37,18430561,,877881320
37,18445248,2,874833878
37,18313132,4,887736532
37,18433874,,879196566
37,18291231,5,892430094
37,18477541,,883748450
37,18352271,4,875747401
37,18291233,,876861185
37,18441809,3,877052329
37,18349508,,882075827
38,18217127,,879539727
38,18471335,4,880731963
38,18458335,,884238860
38,18429842,4,886890835
38,5904,1,878962623
38,5876,,891295330
38,872,1,874791932
38,18365849,4,891350932
38,227,,877888877
38,3446,4,885329322
38,300100,2,884114233
38,8597,3,874791805
38,3449,5,875333916
38,303749,,884921594
38,18349898,5,879741196
38,18349892,,879641194
38,18425752,5,886519097
38,7507,,882823437
38,300490,4,886271884
38,300488,2,876535131
38,18306521,,890618898
38,309090,5,885853415
38,18441709,5,888205088
38,18441707,,880037164
38,304832,,879877127
38,311297,5,880474293
38,303858,5,881107687
38,302288,,881103977
38,18233573,3,881171009
38,309015,,879667584
38,18382344,4,884112673
38,18254537,3,882141053
39,4358,4,884920949
39,2443,5,879024232
39,270,,892738341
39,309252,5,883326620
39,18303709,,883698581
39,18409224,4,891550094
